sale_price,lot_area,overall_qual,year_built,roof_style,mas_vnr_area,total_bsmt_sf,central_air,garage_area,misc_val
372402,13891,8,2007,Hip,436,1710,Y,866,0
417500,13693,8,2007,Hip,554,2418,Y,650,0
383000,14418,9,2007,Hip,480,1950,Y,706,0
390000,13418,9,2006,Hip,270,1850,Y,850,0
460000,12539,10,2005,Hip,468,1620,Y,1150,0
379000,12151,9,2005,Gable,368,1414,Y,1003,0
250000,8899,8,2007,Hip,108,948,Y,656,0
316000,10574,8,2004,Gable,126,1148,Y,756,0
615000,12720,10,2003,Hip,680,2535,Y,789,0
412500,13688,9,2003,Gable,664,1572,Y,726,0
284000,10625,7,2003,Gable,292,998,Y,871,0
284000,10845,8,2003,Gable,504,1603,Y,732,0
421250,16900,8,2001,Gable,1110,1479,Y,746,0
370000,16451,8,2003,Gable,221,1765,Y,795,0
336860,10110,9,2008,Hip,492,1858,Y,870,0
367294,8769,9,2008,Hip,766,1702,Y,1052,0
192000,12304,7,2005,Gable,144,1367,Y,484,0
274000,12677,8,2003,Hip,472,1518,Y,588,0
266000,8849,9,2005,Hip,616,1684,Y,564,0
370967,8232,9,2007,Hip,714,1800,Y,944,0
234250,6240,8,2006,Hip,176,1342,Y,550,0
219500,6240,8,2006,Hip,196,1342,Y,550,0
155000,2448,7,2003,Gable,106,764,Y,474,0
154000,2448,7,2003,Gable,106,764,Y,474,0
207000,8198,7,2004,Gable,146,1358,Y,484,0
195000,3940,7,2003,Gable,143,1415,Y,644,0
219990,3940,7,2004,Hip,24,1393,Y,668,0
191000,3182,7,2005,Gable,14,1346,Y,437,0
159895,3182,7,2007,Gable,16,1266,Y,388,0
187687,3710,7,2007,Gable,20,1146,Y,428,0
179000,9024,6,2004,Gable,0,789,Y,393,0
193000,7415,6,2004,Gable,0,839,Y,398,0
190000,9587,7,2005,Gable,182,856,Y,400,0
176000,8029,6,2005,Gable,0,728,Y,400,0
188000,8010,7,2002,Gable,0,840,Y,400,0
213000,8396,7,2003,Gable,196,847,Y,434,0
217300,7301,7,2007,Gable,176,1350,Y,484,0
186500,10261,6,2000,Gable,318,936,Y,451,0
226750,8220,7,2000,Gable,647,982,Y,431,0
184000,15384,7,2004,Gable,0,788,Y,388,0
225000,12460,7,1999,Gable,0,1037,Y,400,0
185900,8390,7,1999,Gable,0,831,Y,450,0
284500,9660,8,1997,Hip,1290,1173,Y,516,0
315000,9200,8,1998,Gable,473,1470,Y,696,0
250000,14260,8,2000,Gable,350,1145,Y,836,0
291000,11000,9,2000,Hip,295,1519,Y,687,0
350000,11675,8,1998,Gable,495,1982,Y,938,0
279500,10990,7,1996,Gable,0,1064,Y,576,0
290000,11929,8,1995,Gable,466,1242,Y,751,0
350000,10437,8,1995,Hip,660,2109,Y,839,0
341000,10542,7,1993,Hip,651,1311,Y,983,0
287500,10010,7,1993,Hip,320,1080,Y,783,0
271000,10944,7,1994,Gable,448,1223,Y,525,0
301500,14303,8,1994,Hip,554,1986,Y,691,0
235128,11932,8,2007,Gable,186,1580,Y,830,0
214000,14598,6,2007,Gable,74,894,Y,668,0
232000,11957,8,2006,Gable,53,1574,Y,824,0
240000,13253,7,2006,Gable,128,1578,Y,642,0
264132,14587,9,2008,Gable,284,1498,Y,592,0
245000,10206,8,2007,Gable,468,1563,Y,758,0
227680,12274,7,2008,Gable,256,1417,Y,554,0
257000,9801,8,2007,Gable,156,1341,Y,851,0
297900,9428,8,2007,Hip,310,955,Y,880,0
212700,8640,8,2007,Gable,0,1363,Y,588,0
250580,8640,7,2007,Gable,0,1372,Y,529,0
226700,9803,7,2005,Gable,0,866,Y,603,0
250000,9375,8,2003,Hip,768,1053,Y,648,0
250000,10625,7,2005,Gable,0,1026,Y,936,0
339750,10800,8,2007,Gable,100,1034,Y,836,0
256000,10625,8,2007,Gable,292,1660,Y,660,0
230348,7500,7,2007,Gable,210,1218,Y,462,0
207500,8791,6,2003,Gable,0,864,Y,673,0
141000,7500,7,2004,Gable,120,1080,Y,0,0
188000,10110,6,2003,Gable,0,835,Y,542,0
192500,12774,7,2003,Gable,95,835,Y,478,0
146000,13072,6,2005,Gable,126,1175,Y,0,0
159000,13695,5,2004,Gable,0,1114,Y,576,0
155000,13695,6,2003,Gable,0,1114,Y,576,0
173000,8366,6,2004,Gable,0,798,Y,520,0
170000,9260,7,2007,Gable,0,1162,Y,483,0
182000,8453,6,1995,Gable,38,754,Y,525,0
163000,8480,6,1993,Gable,120,886,Y,474,0
193500,8125,6,1994,Gable,258,1408,Y,575,0
189000,14565,7,1994,Gable,145,832,Y,483,2000
190500,8450,6,2001,Gable,0,827,Y,627,0
175000,8285,7,1992,Gable,0,836,Y,506,0
179200,7153,6,1991,Gable,88,1278,Y,496,0
187000,9291,6,1993,Gable,120,832,Y,506,0
193000,8012,6,1993,Gable,0,1604,Y,533,0
153900,7892,6,1993,Gable,0,1199,Y,530,0
128000,9100,5,1963,Hip,0,984,Y,384,400
144000,12968,5,1962,Hip,0,912,Y,352,0
135000,8100,5,1961,Gable,0,864,Y,420,0
115000,8450,5,1968,Gable,0,890,N,308,0
119916,6360,5,1963,Hip,0,864,Y,276,650
142000,6768,6,1961,Hip,0,912,Y,288,0
192000,19508,6,1974,Gable,144,1430,Y,484,0
140000,10759,5,1972,Gable,0,1001,Y,490,0
290000,9205,6,1990,Hip,304,930,Y,473,0
372500,11025,9,1993,Hip,568,1848,Y,636,0
196000,4282,7,2004,Gable,0,1391,Y,530,0
171900,4017,7,2006,Gable,0,625,Y,625,0
178000,3435,7,2004,Gable,0,1235,Y,495,0
165000,3180,6,2005,Gable,0,600,Y,480,0
146000,3180,7,2007,Gable,0,689,Y,540,0
146000,3604,7,2007,Gable,0,689,Y,540,0
179400,2280,7,1999,Gable,360,744,Y,440,0
172900,2280,6,1999,Gable,216,744,Y,440,0
300000,4765,9,2000,Hip,260,1614,Y,495,0
285000,4538,9,2001,Gable,179,1310,Y,545,0
290000,4385,9,2001,Gable,0,1419,Y,588,0
305000,4109,9,1999,Gable,260,1557,Y,484,0
328900,5119,9,1999,Gable,60,1698,Y,506,0
160000,2160,7,1999,Gable,212,600,Y,462,0
170000,2160,7,1999,Gable,216,672,Y,462,0
223000,10646,7,2001,Gable,513,858,Y,546,0
170000,2645,8,1999,Gable,466,960,Y,480,0
200000,2645,8,1999,Gable,456,960,Y,480,0
345000,3951,10,1998,Gable,0,970,Y,846,0
245500,14963,8,1996,Gable,0,1260,Y,500,0
217500,11064,8,1995,Hip,0,1230,Y,477,0
324000,10846,8,1993,Gable,0,1719,Y,473,0
162500,11120,6,1984,Gable,0,1232,Y,516,0
150000,24572,9,1977,Mansard,1050,994,Y,864,0
290000,16280,8,1976,Gable,0,1426,Y,550,0
174000,10400,7,1970,Hip,288,1304,Y,530,0
183000,11104,6,1969,Gable,0,1427,Y,516,0
150000,11050,6,1968,Gable,0,1740,Y,512,0
145000,11040,6,1971,Gable,144,1258,Y,528,0
215000,15387,7,1967,Gable,0,1620,Y,578,450
140500,9750,5,1965,Gable,0,1625,Y,484,0
240000,10800,6,1974,Gable,0,1522,Y,624,0
141000,8814,5,1968,Gable,0,732,Y,470,0
147000,8872,5,1965,Gable,300,912,Y,576,0
135000,8125,5,1965,Hip,0,912,Y,576,0
145000,11072,5,1965,Gable,0,1728,Y,576,0
142600,13101,5,1965,Gable,108,1728,Y,576,0
135000,9246,5,1973,Gable,564,1656,Y,506,0
170000,13355,7,1971,Gable,0,825,Y,464,0
299800,8963,8,1976,Hip,289,1142,Y,831,0
185000,9120,6,1974,Hip,270,901,Y,540,0
173000,9130,6,1966,Hip,252,800,Y,484,0
178400,12122,7,1961,Gable,210,944,Y,588,0
176000,9900,7,1968,Gable,342,832,Y,486,0
98000,7785,5,1956,Gable,0,0,Y,267,0
109008,8593,4,1957,Hip,0,907,Y,352,0
135750,8475,4,1956,Gable,0,952,Y,283,0
155000,8700,5,1963,Hip,148,1120,Y,525,0
180500,10175,6,1964,Gable,272,1425,Y,576,0
174900,9020,6,1966,Gable,183,1127,Y,490,0
140000,9200,6,1965,Gable,0,1136,Y,384,0
145000,8250,6,1964,Hip,260,1092,Y,504,0
179900,9350,5,1965,Gable,0,1219,Y,502,0
168500,9020,6,1964,Gable,259,1248,Y,520,0
140000,9900,5,1961,Gable,0,1114,Y,451,0
145500,10007,5,1959,Gable,54,1053,Y,312,0
142000,10721,6,1959,Hip,243,1252,Y,528,0
141000,12493,4,1960,Gable,0,1100,Y,312,0
153000,11332,5,1960,Gable,0,1118,Y,264,0
72500,6627,3,1949,Hip,0,0,N,287,0
52000,4130,3,1935,Gable,0,270,Y,0,0
118000,7420,5,1939,Gable,0,991,Y,205,0
87000,4882,4,1937,Gable,0,348,Y,231,0
141500,9600,5,1960,Gable,203,1296,Y,450,0
119000,9600,6,1950,Gable,0,1032,Y,288,0
141500,9600,5,1950,Gable,0,572,Y,264,0
165500,9600,6,1955,Hip,0,992,Y,377,0
112900,7584,5,1953,Hip,88,1036,Y,312,0
201800,13700,7,1965,Gable,288,864,Y,492,0
163000,10197,6,1961,Gable,491,1362,Y,504,0
139950,7875,5,1961,Gable,136,1144,Y,456,0
174000,8400,6,1962,Gable,237,1319,Y,462,0
165000,9150,6,1962,Gable,305,1099,Y,296,0
227000,14670,6,1966,Gable,410,1104,Y,480,0
135000,7390,5,1955,Hip,151,1098,Y,260,0
124000,9204,5,1963,Gable,0,1144,Y,336,0
140000,7763,5,1962,Gable,0,931,Y,506,0
136500,8856,5,1957,Gable,143,1176,Y,292,0
185000,9840,5,1959,Gable,0,1248,Y,480,0
163000,9120,6,1958,Hip,0,1261,Y,433,1400
166800,13200,6,1958,Gable,187,1395,Y,441,0
139000,9000,6,1956,Gable,74,1196,Y,297,0
166000,11900,6,1957,Gable,387,1392,Y,458,0
136000,9464,6,1958,Hip,135,1080,Y,288,0
133000,10425,5,1956,Gable,0,1104,Y,384,0
116000,11556,5,1952,Gable,52,720,Y,240,0
137500,9373,5,1953,Gable,84,1152,Y,636,0
130000,12774,5,1953,Hip,0,984,N,400,0
180000,14250,6,1957,Gable,360,998,Y,540,1500
139000,7350,5,1951,Gable,0,952,Y,840,0
110000,7677,5,1953,Gable,0,773,Y,240,0
100000,8838,5,1957,Gable,0,0,Y,301,0
118500,8480,5,1947,Gable,0,832,Y,336,0
146000,12436,5,1957,Gable,0,1824,Y,484,0
89900,10122,4,1948,Gable,0,0,N,390,0
114000,7506,5,1925,Gable,0,747,Y,288,0
140000,10930,5,1945,Gable,0,913,Y,288,0
86900,5400,4,1940,Gambrel,0,672,Y,308,0
139000,10836,5,1922,Gable,0,892,Y,1488,0
106250,10800,4,1900,Gable,0,0,N,0,0
171000,9247,6,1962,Gable,318,858,Y,490,0
139000,10180,5,1968,Gable,0,912,Y,372,450
186000,11355,7,1958,Gable,125,1312,Y,495,6500
157000,10920,6,1960,Hip,212,1253,Y,352,0
148000,12929,6,1960,Gable,276,1081,Y,401,0
242000,27650,7,1960,Flat,0,585,Y,505,0
116000,8892,5,1953,Gable,0,105,Y,414,0
94000,7200,5,1951,Gable,0,876,Y,576,0
98300,7200,5,1950,Hip,0,0,Y,420,0
127000,7910,5,1960,Hip,0,1075,Y,404,0
159000,8000,5,1959,Gable,0,1256,Y,311,0
125900,8000,5,1962,Gable,0,1027,Y,299,0
155000,7931,5,1960,Gable,0,1269,Y,308,0
138000,8064,6,1948,Gable,0,768,Y,576,0
112500,6390,6,1954,Gable,0,936,Y,280,0
105500,7227,6,1954,Gable,0,832,Y,528,0
127500,7200,6,1954,Gable,0,854,Y,240,0
130000,8513,5,1961,Gable,0,1800,N,0,0
150000,7200,5,1955,Gable,0,768,Y,480,0
109500,7200,5,1954,Gable,0,825,Y,350,0
140000,7056,6,1963,Hip,415,780,Y,483,0
167900,9760,6,1964,Gable,360,780,Y,442,0
136870,7590,5,1963,Gable,0,1117,Y,264,0
143000,9836,6,2008,Gable,0,192,N,308,0
73000,5232,5,1925,Gable,0,680,N,504,0
157500,10440,5,1904,Gable,0,650,Y,686,0
122600,9184,5,1948,Gable,0,780,Y,400,0
111000,4800,5,1910,Gable,0,680,N,330,0
256000,10440,6,1920,Gable,0,1510,Y,520,1150
64000,4800,5,1940,Gable,0,672,Y,256,0
139500,6000,6,1915,Gable,0,728,Y,308,0
118000,11426,4,1910,Gable,0,828,Y,0,0
200000,11426,7,2003,Gable,0,1362,Y,484,0
119164,7628,4,1940,Gable,0,801,Y,440,0
122250,7308,5,1920,Gable,0,936,N,225,0
120000,5400,7,1920,Gable,0,931,Y,0,0
155000,10800,6,1940,Gable,0,884,Y,828,0
78000,6756,5,1910,Mansard,0,481,N,200,0
95000,5914,5,1890,Gable,0,684,Y,0,0
115000,6000,5,1948,Gable,0,789,Y,250,0
147000,12000,5,1948,Gable,0,924,Y,528,0
140000,9000,5,1946,Gable,0,904,Y,869,0
46500,7311,2,1946,Gable,0,407,N,297,0
112500,6000,5,1957,Hip,0,928,Y,288,0
107900,6000,4,1954,Gable,0,901,Y,281,0
65000,12205,3,1949,Gable,0,448,Y,0,0
295000,18386,7,1880,Gable,0,1470,Y,870,0
139500,9142,5,1900,Gable,0,797,N,420,0
153900,12665,5,1915,Gable,0,876,Y,720,0
132000,5350,7,1920,Gable,0,624,Y,288,0
98000,4571,5,1916,Gable,0,624,N,513,0
114000,9143,5,1900,Gable,0,346,Y,308,0
130000,9600,5,1920,Gable,0,973,Y,393,0
129500,9600,6,1917,Gable,0,735,N,396,0
129400,6000,5,1905,Gable,0,572,Y,0,0
161000,9600,7,1928,Gambrel,0,689,Y,360,0
163000,10800,6,1905,Gable,0,482,N,672,0
128000,6300,6,1914,Gable,0,742,Y,0,0
122000,5250,8,1872,Gable,0,684,N,0,0
116900,5700,7,1926,Gable,0,572,Y,288,0
325000,13500,10,1893,Gable,0,1237,Y,880,0
55000,11340,2,1920,Gable,0,723,N,400,0
184000,10800,7,1890,Gable,0,1313,Y,342,0
110000,9750,5,1959,Gable,164,984,Y,308,0
131500,12150,5,1954,Gable,335,1050,N,352,0
97000,12702,5,1956,Gable,0,0,Y,308,0
115500,8516,4,1958,Gable,0,869,Y,308,0
138000,7111,5,1928,Gable,0,1008,Y,288,0
108000,7425,7,1945,Gable,0,672,Y,252,0
79500,9100,5,1930,Gable,0,742,Y,308,600
153000,7010,5,1935,Gable,0,1024,Y,240,0
109500,6130,5,1924,Gable,0,784,Y,0,0
124000,5000,5,1941,Gable,0,672,Y,240,0
106900,5870,6,1900,Gable,0,554,Y,200,400
164900,6000,6,1940,Gable,0,981,Y,240,0
119000,6000,5,1924,Gable,0,949,Y,370,0
120000,6000,6,1929,Gable,0,862,Y,208,0
157000,6000,6,1937,Gable,0,825,Y,672,0
105000,6000,6,1939,Gable,0,739,Y,240,0
113000,5000,6,1926,Gable,0,992,Y,160,0
115000,5520,5,1920,Gable,0,565,Y,355,0
123000,6240,4,1929,Gable,0,704,Y,336,0
81300,6120,5,1945,Gable,0,0,N,164,0
162900,6240,5,1930,Gable,0,1078,Y,360,0
150000,6240,7,1939,Gable,0,989,Y,400,0
123500,6120,5,1923,Gambrel,0,1100,Y,576,0
129900,6120,7,1931,Gable,0,952,Y,468,0
128000,6155,6,1920,Gable,0,611,Y,502,0
68500,6324,4,1927,Gable,0,520,N,240,0
127000,8635,5,1948,Gable,0,672,Y,240,0
207000,13053,6,1923,Gambrel,0,833,Y,370,0
184000,9120,7,1925,Gable,0,1026,Y,240,0
162500,9144,6,1915,Gable,0,810,Y,672,0
145000,9144,5,1940,Gable,0,883,Y,240,0
130000,10267,6,1918,Gable,0,816,Y,275,0
160000,8094,6,1910,Gable,0,1242,Y,360,1000
161000,5100,8,1925,Hip,0,588,Y,228,0
127500,4347,6,1910,Gambrel,0,796,Y,228,0
93850,6291,6,1930,Gable,0,768,Y,440,0
136000,10266,6,1952,Gable,0,768,Y,308,0
141000,6876,6,1938,Gable,0,1272,Y,400,0
120000,10320,5,1915,Gable,0,880,Y,400,0
127500,7200,6,1925,Gable,0,1040,Y,320,0
127000,7006,6,1925,Gable,0,768,Y,384,0
89500,7920,6,1920,Gable,0,319,Y,0,0
125000,8235,5,1955,Gable,0,825,Y,720,0
79900,5586,6,1920,Gable,0,901,Y,0,0
85000,10320,5,1912,Gable,0,451,Y,576,0
82375,10320,3,1915,Gable,0,536,N,0,0
135000,10320,6,1906,Gable,0,756,Y,216,0
124000,9488,5,1947,Gable,0,1046,N,240,0
134000,8250,5,1968,Hip,0,952,Y,322,0
135000,21286,5,1948,Gable,0,720,Y,312,0
134432,17120,4,1959,Gable,0,0,Y,680,0
127500,10106,5,1940,Gable,0,644,Y,0,0
148000,11235,5,1963,Gable,0,981,Y,440,0
129500,11200,5,1965,Hip,0,1040,Y,384,0
157500,13014,6,1978,Gable,39,1008,Y,484,0
109900,7162,5,1966,Gable,41,876,Y,408,0
145000,10265,5,1967,Gable,0,992,Y,294,600
130000,9764,5,1967,Gable,0,894,Y,450,0
153000,7703,6,1978,Gable,40,450,Y,504,0
120000,9981,5,1967,Gable,340,1073,Y,270,0
152000,7400,5,1984,Gable,0,1060,Y,506,0
108959,12900,4,1969,Gable,0,1198,Y,400,0
95541,12900,5,1920,Gable,0,1300,Y,400,0
80000,9000,5,1959,Gable,0,1006,Y,0,0
149350,8544,5,1966,Gable,0,1228,Y,271,0
144900,9239,5,1963,Gable,0,960,Y,300,0
185000,14175,6,1956,Gable,0,988,Y,621,0
165000,13284,5,1954,Gable,0,1383,Y,354,0
235000,13500,6,1960,Flat,0,1602,Y,564,0
140000,13825,5,1958,Gable,0,533,Y,300,0
108000,10200,5,1940,Gable,0,672,Y,240,0
145000,10532,5,1960,Flat,275,988,Y,626,0
152400,8375,5,1941,Gable,0,576,Y,627,0
144000,10200,5,1970,Hip,0,864,Y,912,0
173000,2887,6,1996,Gable,0,1291,Y,431,0
192000,10005,7,1977,Hip,299,1160,Y,505,0
245000,20270,7,1979,Gable,0,1524,Y,478,0
241500,39104,7,1954,Flat,0,1385,Y,439,0
256000,53227,4,1954,Flat,0,1364,Y,529,0
177000,11512,6,1959,Gable,84,1019,Y,312,0
125600,5190,7,1948,Gable,0,570,Y,249,0
155000,10452,6,1953,Hip,216,1094,Y,495,0
240000,45600,6,1908,Gable,0,907,Y,360,0
260000,19550,5,1940,Flat,0,1580,Y,0,0
185000,21780,6,1918,Gable,0,1163,Y,396,0
235000,13728,6,1935,Hip,0,1127,Y,540,0
159900,9571,5,1956,Hip,0,1509,Y,322,0
99600,9350,5,1975,Gable,0,864,N,0,0
134500,9360,6,1962,Gable,216,621,Y,280,0
119000,8405,5,1900,Gable,0,861,Y,384,0
107500,7000,5,1910,Gable,0,1117,Y,0,0
125000,10880,5,1950,Gable,0,1164,N,240,0
79000,9600,6,1924,Gable,0,572,N,0,0
95000,9084,5,1941,Gable,0,616,N,200,0
262280,11839,7,1990,Hip,99,1475,Y,514,0
260000,9771,6,1995,Gable,190,1077,Y,614,0
226500,9938,7,1994,Gable,251,1602,Y,534,0
225000,14171,7,1993,Gable,0,812,Y,453,0
229000,10541,7,1996,Gable,0,672,Y,472,0
177439,10616,7,2007,Gable,0,628,Y,484,0
248500,9345,8,2007,Gable,156,1615,Y,864,0
475000,11778,9,2008,Hip,554,2271,Y,1348,0
395039,11778,9,2008,Hip,402,1751,Y,874,0
228000,11228,7,1993,Gable,0,1080,Y,678,0
225000,11454,8,1995,Gable,302,1401,Y,811,0
195000,11500,6,1966,Flat,0,1182,Y,438,0
200000,12798,6,1997,Gable,0,616,Y,603,400
155000,9750,5,1994,Gable,0,990,Y,528,0
144000,9525,5,1995,Gable,0,1099,Y,352,0
145000,9245,5,1994,Gable,0,990,Y,672,0
226001,8696,7,1997,Gable,150,1418,Y,558,0
215700,13142,6,1997,Gable,128,864,Y,600,0
207500,8998,7,2000,Gable,120,782,Y,532,0
193000,9179,7,1999,Gable,158,873,Y,588,0
188000,8924,7,1998,Gable,0,880,Y,527,0
191000,9382,7,1999,Gable,125,1468,Y,577,0
221000,12803,7,2002,Gable,99,1494,Y,530,0
231500,12435,7,2001,Gable,172,963,Y,564,0
235000,12192,7,2000,Gable,0,928,Y,626,4500
223500,11250,7,2001,Gable,162,920,Y,608,0
130250,9200,5,1975,Hip,0,938,Y,308,0
149900,8385,5,1977,Gable,220,985,Y,328,0
158000,12250,5,1978,Gable,180,864,Y,528,0
147000,10970,6,1978,Gable,0,940,Y,576,0
143195,9216,5,1975,Gable,176,1076,Y,576,0
163000,14330,5,1975,Gable,0,864,Y,440,0
110000,7990,5,1975,Hip,0,924,Y,280,0
127000,7180,5,1972,Hip,0,864,Y,352,0
124900,7200,5,1972,Gable,0,780,Y,352,0
230000,9742,8,2002,Hip,281,1777,Y,534,0
235000,10316,7,2000,Gable,0,992,Y,839,0
230500,10400,7,2001,Gable,227,1257,Y,570,0
230000,9066,8,1999,Gable,320,1004,Y,660,0
222500,11404,7,1998,Gable,202,1153,Y,541,0
287000,9240,8,2001,Gable,396,1055,Y,905,0
274000,9720,9,2001,Gable,134,1357,Y,725,0
300000,14860,8,2002,Hip,240,1778,Y,715,0
255900,11250,8,2002,Gable,0,1128,Y,779,0
224900,8158,7,2003,Gable,252,884,Y,543,0
240000,10905,7,2003,Gable,0,1129,Y,596,0
183000,7226,7,2003,Gable,0,798,Y,595,0
207000,11690,8,1999,Gable,192,850,Y,560,0
210000,8750,7,1994,Gable,0,915,Y,493,0
136500,4435,6,2003,Gable,170,848,Y,420,0
145000,4426,6,2004,Gable,205,848,Y,420,0
208900,13125,6,1997,Gable,215,1478,Y,508,0
185000,10126,6,1997,Gable,0,1838,Y,721,0
214000,9135,7,2002,Gable,113,1536,Y,532,0
208500,8450,7,2003,Gable,196,856,Y,548,0
186500,9750,7,2004,Gable,50,1445,Y,470,0
210000,8450,7,2004,Gable,266,1436,Y,484,0
185900,8320,7,2004,Gable,0,770,Y,520,0
179900,11049,8,2007,Gable,0,1234,Y,484,0
218836,11058,7,2007,Gable,212,1564,Y,814,0
193000,9627,7,2007,Gable,0,1351,Y,610,0
189000,8199,7,2005,Gable,0,728,Y,410,0
149300,4426,6,2004,Gable,147,848,Y,420,0
141000,4426,6,2004,Gable,147,848,Y,420,0
149000,4438,6,2004,Gable,205,848,Y,420,0
144500,4438,6,2004,Gable,169,848,Y,420,0
85000,8777,5,1910,Gable,0,796,Y,0,0
145900,8777,5,1900,Gable,0,1272,Y,0,0
123000,9825,5,1966,Hip,0,1092,Y,264,0
147500,9937,5,1965,Gable,0,1256,Y,276,0
165000,12102,5,1976,Gable,222,456,Y,504,0
135000,6500,6,1976,Hip,84,1127,Y,480,0
108000,13907,5,1940,Gable,0,996,Y,0,0
137500,10012,4,1972,Gable,0,1138,Y,588,0
165400,6931,7,2003,Gable,92,746,Y,397,0
147000,9638,6,1977,Hip,0,1029,Y,542,0
160500,7200,6,1976,Hip,0,684,Y,440,0
176000,7024,4,2005,Gable,0,1132,Y,451,0
284700,47007,5,1959,Gable,0,0,Y,624,0
160000,63887,10,2008,Hip,796,6110,Y,1418,0
148000,3675,6,2005,Gable,80,547,Y,525,0
82000,6040,4,1955,Gable,0,0,N,0,0
82000,6012,4,1955,Gable,0,0,N,0,0
118000,12108,4,1955,Gable,270,1440,N,0,0
82500,6845,4,1955,Gable,58,0,N,0,0
91900,6931,4,1955,Hip,0,784,N,0,0
120000,12180,5,1938,Gable,0,585,Y,0,0
96000,8050,5,1947,Gable,0,0,Y,0,0
99000,9520,4,1953,Gable,115,911,Y,286,3000
130500,11767,5,1946,Gable,0,768,Y,240,0
135000,8172,4,1954,Gable,0,941,Y,548,0
135500,16466,5,1955,Gable,0,816,Y,300,0
100000,7692,4,1954,Gable,0,416,Y,312,0
108000,5142,4,1923,Gable,0,949,Y,205,0
98000,5604,5,1925,Gable,0,864,N,0,0
67000,8248,3,1914,Gable,0,864,N,0,0
135900,5687,5,1912,Gable,0,780,N,0,0
140000,12155,6,1925,Gable,0,672,N,400,0
179500,8400,5,1939,Gable,0,720,Y,240,0
136500,8400,6,1925,Gable,0,1181,Y,576,0
168000,7290,7,1921,Gable,174,1228,Y,312,0
130000,8525,5,1911,Gable,0,940,N,0,0
189000,9842,5,1921,Gable,0,612,Y,621,0
161900,7804,6,1930,Gable,0,960,Y,480,0
145000,8969,6,1926,Gambrel,0,644,Y,369,0
191000,11526,6,1922,Gable,0,588,Y,672,0
177000,15576,6,1915,Gable,0,840,Y,308,0
147500,15564,6,1914,Gable,0,676,Y,400,400
91000,6292,6,1930,Gable,0,768,N,160,0
231000,7609,8,1925,Gable,0,798,Y,180,0
115000,10480,6,1936,Gable,0,1064,Y,240,0
138000,9650,6,1923,Hip,0,784,Y,599,0
149000,7200,7,1931,Gable,0,776,Y,270,0
188700,11988,6,1934,Hip,0,715,Y,240,0
198000,11700,5,1937,Gable,0,942,Y,240,0
110000,9260,5,1938,Gable,0,884,Y,225,0
104000,7801,6,1951,Hip,88,1091,N,344,0
257076,9670,8,1935,Gable,40,608,Y,786,0
381000,14100,8,1935,Gable,632,728,Y,1014,0
311500,15660,7,1939,Gable,312,798,Y,431,0
263400,12392,7,1950,Gable,0,832,Y,506,0
236500,26073,5,1956,Gable,0,1898,Y,484,0
224000,14778,6,1954,Hip,72,1296,Y,924,0
116500,1879,6,1980,Gable,0,516,Y,462,0
151000,1950,6,1980,Gable,0,716,Y,452,0
126000,7000,6,1926,Gable,0,894,Y,195,0
120000,6000,6,1940,Gable,0,720,Y,240,0
55000,3636,4,1922,Gable,0,796,N,0,0
120500,5890,6,1930,Gable,0,816,Y,432,0
120500,6900,5,1940,Gable,0,740,Y,924,0
119000,8155,5,1930,Gable,0,780,Y,0,0
126000,6000,5,1967,Hip,0,624,Y,288,0
99500,7392,5,1930,Gable,0,520,Y,360,0
165500,9000,5,1958,Gable,162,1151,Y,356,0
13100,14584,1,1952,Gable,0,0,N,487,0
89000,5280,4,1895,Gable,0,173,N,185,0
40000,8500,4,1920,Gambrel,0,649,N,250,0
80900,5150,4,1910,Gable,0,356,N,195,0
81000,18000,3,1935,Gable,0,894,Y,1248,560
65000,9000,4,1920,Gable,0,592,Y,216,0
392500,5587,8,2008,Hip,186,1600,Y,482,0
294464,3843,8,2007,Hip,186,1596,Y,525,0
250000,3811,7,2004,Hip,174,1594,Y,482,0
275000,3842,8,2004,Hip,174,1594,Y,482,0
300000,23730,7,1996,Gable,668,1840,Y,786,0
271000,13265,8,2002,Hip,148,1568,Y,857,0
213000,11050,7,1996,Gable,0,910,Y,816,0
171000,9880,6,1977,Gable,0,1096,Y,358,0
171500,10125,6,1977,Gable,0,1196,Y,473,0
100000,10260,5,1976,Gable,0,0,Y,484,0
228500,9990,4,1991,Gable,0,1680,Y,432,0
228950,164660,5,1965,Gable,0,1499,Y,529,700
241500,4084,7,1986,Gable,340,1277,Y,512,0
287000,15498,8,1976,Hip,0,1565,Y,665,0
294000,11563,8,2006,Hip,258,1518,Y,788,0
293077,9520,8,2007,Gable,338,1638,Y,800,0
264966,12852,8,2007,Gable,0,920,Y,612,0
172500,9802,5,2006,Gable,0,352,Y,400,0
167500,9735,5,2006,Gable,0,384,Y,400,0
218689,12018,7,2008,Gable,60,796,Y,666,0
150000,12890,6,1989,Gable,128,1495,Y,438,0
184000,12416,6,1986,Gable,132,1606,Y,616,0
180000,18265,6,1986,Gable,228,1256,Y,578,0
175000,10200,6,1988,Gable,219,1461,Y,600,0
232500,11202,8,2003,Hip,206,1432,Y,467,0
195000,7915,6,1999,Hip,0,1666,Y,435,0
305000,12244,8,2003,Hip,226,1482,Y,749,0
298751,11449,8,2007,Gable,0,1884,Y,520,0
370000,11447,8,2005,Gable,674,1964,Y,892,0
209200,8940,7,1997,Gable,200,1344,Y,784,0
